date,close,high,low,open,volume,amount
23/12/14,10570.786,10794.191,10490.14,10549.979,4133473387.00,48804252141.70
22/12/14,10608.515,10742.369,10474.924,10607.578,5196471408.00,60466861102.50
19/12/14,10627.109,10684.601,10382.287,10646.658,4355313445.00,55323334772.50
18/12/14,10665.179,10812.15,10656.347,10744.271,3813468298.00,55374547078.80
17/12/14,10786.722,10788.971,10533.115,10728.743,4910367054.00,71418407973.30
16/12/14,10668.617,10668.617,10429.56,10486.687,4081631411.00,54044686559.20
15/12/14,10504.229,10531.657,10298.376,10477.448,3372622152.00,44713310877.70
12/12/14,10462.312,10622.883,10390.019,10451.612,3226616560.00,42535325643.80
11/12/14,10478.881,10725.769,10387.593,10443.655,4377272381.00,54525197385.50
10/12/14,10545.515,10567.451,10048.464,10154.53,5146056097.00,67578471017.40
9/12/14,10116.49,11050.846,10042.013,10496.629,7716617891.00,102296762791.00
